no,city,location,income,eggette,cbrick,gas,diesel,lgas,ngas,cgas,faeces,jg,fw,op,eu,euo,ekg,et,etc,cbu,cbuo,cbkg,cbt,cbtc,gu,guo,gl,gt,gtc,du,duo,dl,dt,dtc,lgu,lguo,lgkg,lgt,lgtc,ngt,ngtc,cgt,cgtc,fu,fuo,fkg,ft,ftc,jgu,jguo,jgkg,jgt,jgtc,fwu,fwuo,fwkg,fwt,fwtc,opu,opuo,opkg,opcm,opl,opt,optc
16137,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,
16142,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,500,500
16148,2,贵州省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16149,1,贵州省,2.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,35.0,2,240,,,,,,,,,,,,,,,,,,,,,,,,,,
16152,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,600,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16153,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,
16154,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16160,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16164,1,贵州省,0.0,1,0,0,0,0,0,0,0,0,0,,板车,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16165,2,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16168,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,
16174,1,贵州省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16175,1,贵州省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,500,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16185,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16189,1,贵州省,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,800,,,,,,,,,,,,,,,,,,,,,,
16193,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,500,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16198,1,贵州省,0.0,0,1,1,0,1,0,0,0,0,0,,,,,,,斤,,,2000,13000,升,,,2000,2000,,,,,,斤,,,65,200,,,,,,,,,,,,,,,,,,,,,,,,,,
16208,1,贵州省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,
16209,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16210,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16213,1,贵州省,-1.0,1,1,0,0,0,0,0,0,0,0,,公斤,,,,,公斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16218,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16220,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16221,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16238,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16245,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16252,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,70,500,,,,,,,,,,,,,,,,,,,,,,,,,,
16257,2,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16264,1,贵州省,-1.0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,升,,,200,1000,,,,,,,,300.0,3,210,,,,,,,,,,,,,,,,,,,,,,,,,,
16265,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,,1000
16274,2,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,
16284,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,500,500
16287,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16289,2,贵州省,-1.0,1,0,0,0,0,0,0,0,0,0,,个,,1.0,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16293,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,60,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
16296,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3000,1500
16299,1,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,790
16306,1,贵州省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,36.0,4,640,,,,,,,,,,,,,,,,,,,,,,,,,,
16309,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,斤,,,60,200,,,,,,,,,,,,,,,,,,,,,,,,,,
16311,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,2000,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16312,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,500,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16313,1,贵州省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16315,2,贵州省,0.0,1,0,0,0,0,0,0,0,0,0,,斤,,,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16323,2,贵州省,1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1200,600
16329,1,贵州省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16331,1,贵州省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,36.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
16336,2,贵州省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16343,1,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16346,2,贵州省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,100000,
16350,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16351,1,贵州省,-2.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,25.0,3,390,,,,,,,,,,,,,,,,,,,,,,,,,,
16353,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16358,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,500,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16365,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16368,2,贵州省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,100000,400
16369,2,贵州省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16370,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16372,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16374,2,贵州省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,2,云南省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,3800,,,,,,,,
16399,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16416,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,,
16426,2,云南省,0.0,1,0,0,0,0,0,0,0,1,1,,个,,0.5,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,3.0,5,,板车,,500.0,1,800,,,,,,,
16428,1,云南省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,2000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16435,1,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,,840
16438,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16442,1,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,,,,,,
16448,1,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16450,1,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,20.0,3,400,,,,,,,,,,,,,,,,,,,,,,,,,,
16452,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,800,400
16453,1,云南省,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,300,2000
16455,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16459,1,云南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,40.0,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,
16461,1,云南省,-1.0,1,0,0,0,0,0,0,0,0,1,,个,,0.5,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,2.0,,,,,,,,,
16464,1,云南省,-1.0,0,0,0,0,1,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,30.0,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,
16470,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16477,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,1500.0,1,1300,,,,,,,
16483,1,云南省,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,2500
16486,1,云南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,40.0,2,220,,,,,,,,,,,,,,,,,,,,,,,,,,
16488,2,云南省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,个,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,,,,度,1.0,0.0,0.0,120,800
16498,1,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16499,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,50,,,,,,,,
16501,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,
16516,1,云南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,25.0,1,135,,,,,,,,,,,,,,,,,,,,,,,,,,
16517,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,
16519,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16520,2,云南省,1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,130,,,,,,,,
16524,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16525,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,80.0,,,,,,,,,
16528,1,云南省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16530,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,,,,,,
16531,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,,,,,,
16547,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16555,2,云南省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16562,2,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,2,200,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,2000,1000
16568,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16569,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16570,2,云南省,-1.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,30.0,,,,,,,,,,,,,,
16591,1,云南省,-1.0,1,0,0,0,1,0,0,0,0,0,,个,,0.400000005960464,80,48,,,,,,,,,,,,,,,,,,15.0,2,240,,,,,,,,,,,,,,,,,,,,,,,,,,
16593,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16595,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,6000,2880
16597,1,云南省,-1.0,0,0,0,0,0,0,0,0,1,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,,,,,,,,,,,,,,
16604,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16606,1,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16611,1,云南省,1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16616,2,云南省,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,
16620,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16631,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16638,2,云南省,0.0,0,1,0,0,0,0,0,0,1,1,,,,,,,斤,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,,,捆,,20.0,,,,,,,,,
16640,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,720,840
16641,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16647,2,云南省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,公斤,,,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,,,,,,,,,
16654,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,20.0,120,,,,,,,,
16659,1,云南省,0.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,
16663,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,40.0,100,,公斤,,,,,100,500
16669,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,3500,300
16673,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16674,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,800,1280,,,,,,,
16687,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16693,2,云南省,0.0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,升,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16696,2,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,6,780,,,,,,,,,,,,,,,,,,,,,,,,,,
16698,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,0.0,1.0,0.0,130,
16705,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,200.0,6,,,,,,,,
16708,1,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,,,,,,,,,
16710,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16720,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,,
16721,2,云南省,-2.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,840,480
16722,2,云南省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0399999991059303,4,600,,,,,,,,,,,,,,,,,,,,,,,,,,
16732,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,1500
16733,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,,,,,,,,,
16736,2,云南省,0.0,1,0,0,0,1,0,0,0,0,1,,个,,0.5,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,板车,,500.0,3,5000,,,,,,,
16737,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,1800,2000,,,,,,,
16745,2,云南省,-2.0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,,,,,,,,捆,,50.0,,,,,,,,,
16752,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,15.0,,,,,,,,,
16753,1,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16754,2,云南省,0.0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,10.0,15,,,,,,,捆,,10.0,12,,,,,,,,
16755,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,36,,,,,,,,
16756,1,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16760,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,840,600
16767,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16769,2,云南省,0.0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,升,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,拖拉机,,2000.0,2,,,,,,,,
16775,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,1000,,,,,,,,
16776,2,云南省,-1.0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,30.0,3,690,,,,,,,,,,,,,,,筐,,50.0,30,,,,,,,,
16780,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,3.0,600,,,,,,,,
16787,2,云南省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,100,400,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,2400,1000
16789,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,60,,,,,,,,
16792,2,云南省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,,,,,,,,,
